氏名,ふりがな（姓）,ふりがな（名）,ローマ字（姓）,ローマ字（名）,会派,選挙区,当選回数
氏名,ふりがな,,Furigana,,会派,選挙区,当選回数
斉木 武志,さいき,たけし,Saiki,Takeshi,維新,（比）北陸信越,3
斎藤アレックス,さいとう,あれっくす,Saitou,Arekkusu,維新,滋賀1,2
齋藤 健,さいとう,けん,Saitou,Ken,自民,千葉7,6
斉藤 鉄夫,さいとう,てつお,Saitou,Tetsuo,公明,広島3,11
斎藤 洋明,さいとう,ひろあき,Saitou,Hiroaki,自民,（比）北陸信越,5
齋藤 裕喜,さいとう,ゆうき,Saitou,Yuuki,立憲,（比）東北,1
酒井 なつみ,さかい,なつみ,Sakai,Natsumi,立憲,東京15,2
坂井 学,さかい,まなぶ,Sakai,Manabu,自民,神奈川5,6
阪口 直人,さかぐち,なおと,Sakaguchi,Naoto,れ新,（比）東海,3
坂本 哲志,さかもと,てつし,Sakamoto,Tetsushi,自民,熊本3,8
坂本 祐之輔,さかもと,ゆうのすけ,Sakamoto,Yuunosuke,立憲,埼玉10,4
坂本 竜太郎,さかもと,りゅうたろう,Sakamoto,Ryuutarou,自民,福島4,1
櫻井 周,さくらい,しゅう,Sakurai,Shuu,立憲,兵庫6,3
笹川 博義,ささがわ,ひろよし,Sasagawa,Hiroyoshi,自民,群馬3,5
佐々木ナオミ,ささき,なおみ,Sasaki,Naomi,立憲,（比）南関東,1
佐々木 紀,ささき,はじめ,Sasaki,Hajime,自民,石川2,5
佐藤 公治,さとう,こうじ,Satou,Kouji,立憲,広島5,5（参1）
佐藤 勉,さとう,つとむ,Satou,Tsutomu,自民,（比）北関東,10
佐藤 英道,さとう,ひでみち,Satou,Hidemichi,公明,（比）北海道,5
佐原 若子,さわら,わかこ,Sawara,Wakako,れ新,（比）東北,1
志位 和夫,しい,かずお,Shii,Kazuo,共産,（比）南関東,11
塩川 鉄也,しおかわ,てつや,Shiokawa,Tetsuya,共産,（比）北関東,9
塩崎 彰久,しおざき,あきひさ,Shiozaki,Akihisa,自民,愛媛1,2
重徳 和彦,しげとく,かずひこ,Shigetoku,Kazuhiko,立憲,愛知12,5
階 猛,しな,たけし,Shina,Takeshi,立憲,岩手1,7
篠田 奈保子,しのだ,なおこ,Shinoda,Naoko,立憲,（比）北海道,1
篠原 豪,しのはら,ごう,Shinohara,Gou,立憲,神奈川1,4
篠原 孝,しのはら,たかし,Shinohara,Takashi,立憲,長野1,8
柴田 勝之,しばた,かつゆき,Shibata,Katsuyuki,立憲,（比）東京,1
柴山 昌彦,しばやま,まさひこ,Shibayama,Masahiko,自民,埼玉8,8
島尻 安伊子,しまじり,あいこ,Shimajiri,Aiko,自民,沖縄3,2（参2）
島田 智明,しまだ,ともあき,Shimada,Tomoaki,自民,（比）近畿,1
島田 洋一,しまだ,よういち,Shimada,Youichi,保守,（比）近畿,1
下条 みつ,しもじょう,みつ,Shimojou,Mitsu,立憲,長野2,6
下野 幸助,しもの,こうすけ,Shimono,Kousuke,立憲,三重2,1
庄子 賢一,しょうじ,けんいち,Shouji,Ken'ichi,公明,（比）東北,2
白石 洋一,しらいし,よういち,Shiraishi,Youichi,立憲,愛媛2,4
新谷 正義,しんたに,まさよし,Shintani,Masayoshi,自民,（比）中国,5
新藤 義孝,しんどう,よしたか,Shindou,Yoshitaka,自民,埼玉2,9
末松 義規,すえまつ,よしのり,Suematsu,Yoshinori,立憲,東京19,8
菅 義偉,すが,よしひで,Suga,Yoshihide,自民,神奈川2,10
杉村 慎治,すぎむら,しんじ,Sugimura,Shinji,立憲,埼玉9,1
杉本 和巳,すぎもと,かずみ,Sugimoto,Kazumi,維新,（比）東海,5
鈴木 敦,すずき,あつし,Suzuki,Atsushi,参政,（比）南関東,2
鈴木 英敬,すずき,えいけい,Suzuki,Eikei,自民,三重4,2
鈴木 馨祐,すずき,けいすけ,Suzuki,Keisuke,自民,（比）南関東,6
鈴木 俊一,すずき,しゅんいち,Suzuki,Shun'ichi,自民,岩手2,11
鈴木 貴子,すずき,たかこ,Suzuki,Takako,自民,北海道7,5
鈴木 岳幸,すずき,たけゆき,Suzuki,Takeyuki,立憲,（比）東海,1
鈴木 憲和,すずき,のりかず,Suzuki,Norikazu,自民,山形2,5
鈴木 隼人,すずき,はやと,Suzuki,Hayato,自民,東京10,4
鈴木 庸介,すずき,ようすけ,Suzuki,Yousuke,立憲,（比）東京,2
鈴木 義弘,すずき,よしひろ,Suzuki,Yoshihiro,国民,埼玉14,4
関 芳弘,せき,よしひろ,Seki,Yoshihiro,自民,兵庫3,6
世耕 弘成,せこう,ひろしげ,Sekou,Hiroshige,自民,和歌山2,1（参5）
瀬戸 隆一,せと,たかかず,Seto,Takakazu,自民,（比）四国,4
仙田 晃宏,せんだ,あきひろ,Senda,Akihiro,国民,（比）東海,1
宗野 創,そうの,はじめ,Souno,Hajime,立憲,神奈川18,1
空本 誠喜,そらもと,せいき,Soramoto,Seiki,維新,広島4,3
