氏名,ふりがな（姓）,ふりがな（名）,ローマ字（姓）,ローマ字（名）,会派,選挙区,当選回数
氏名,ふりがな,,Furigana,,会派,選挙区,当選回数
永岡 桂子,ながおか,けいこ,Nagaoka,Keiko,自民,（比）北関東,7
中川 宏昌,なかがわ,ひろまさ,Nakagawa,Hiromasa,公明,（比）北陸信越,2
中川 康洋,なかがわ,やすひろ,Nakagawa,Yasuhiro,公明,（比）東海,3
長坂 康正,ながさか,やすまさ,Nagasaka,Yasumasa,自民,（比）東海,5
中島 克仁,なかじま,かつひと,Nakajima,Katsuhito,立憲,山梨1,5
長島 昭久,ながしま,あきひさ,Nagashima,Akihisa,自民,（比）東京,8
中曽根 康隆,なかそね,やすたか,Nakasone,Yasutaka,自民,群馬1,3
中谷 一馬,なかたに,かずま,Nakatani,Kazuma,立憲,神奈川7,3
中谷 元,なかたに,げん,Nakatani,Gen,自民,高知1,12
中谷 真一,なかたに,しんいち,Nakatani,Shin'ichi,自民,（比）南関東,5
中司 宏,なかつか,ひろし,Nakatsuka,Hiroshi,維新,大阪11,2
長妻 昭,ながつま,あきら,Nagatsuma,Akira,立憲,東京27,9
長友 慎治,ながとも,しんじ,Nagatomo,Shinji,国民,（比）九州,2
長友よしひろ,ながとも,よしひろ,Nagatomo,Yoshihiro,立憲,（比）南関東,1
中西 健治,なかにし,けんじ,Nakanishi,Kenji,自民,神奈川3,2（参2）
中野 英幸,なかの,ひでゆき,Nakano,Hideyuki,自民,（比）北関東,2
中野 洋昌,なかの,ひろまさ,Nakano,Hiromasa,公明,兵庫8,5
中村 はやと,なかむら,はやと,Nakamura,Hayato,無,茨城7,1
中村 裕之,なかむら,ひろゆき,Nakamura,Hiroyuki,自民,（比）北海道,5
仁木 博文,にき,ひろぶみ,Niki,Hirobumi,自民,徳島1,3
西岡 秀子,にしおか,ひでこ,Nishioka,Hideko,国民,長崎1,3
西岡 義高,にしおか,よしたか,Nishioka,Yoshitaka,国民,（比）南関東,1
西川 厚志,にしかわ,あつし,Nishikawa,Atsushi,立憲,愛知5,1
西川 将人,にしかわ,まさひと,Nishikawa,Masahito,立憲,（比）北海道,1
西園 勝秀,にしぞの,かつひで,Nishizono,Katsuhide,公明,（比）東海,1
西田 薫,にしだ,かおる,Nishida,Kaoru,維新,大阪6,1
西田 昭二,にしだ,しょうじ,Nishida,Shouji,自民,（比）北陸信越,3
西野 太亮,にしの,だいすけ,Nishino,Daisuke,自民,熊本2,2
西村 智奈美,にしむら,ちなみ,Nishimura,Chinami,立憲,新潟1,7
西村 康稔,にしむら,やすとし,Nishimura,Yasutoshi,自民,兵庫9,8
西銘 恒三郎,にしめ,こうさぶろう,Nishime,Kousaburou,自民,沖縄4,7
丹羽 秀樹,にわ,ひでき,Niwa,Hideki,自民,愛知6,7
額賀 福志郎,ぬかが,ふくしろう,Nukaga,Fukushirou,無,茨城2,14
沼崎 満子,ぬまざき,みつこ,Numazaki,Mitsuko,公明,（比）南関東,1
根本 拓,ねもと,たく,Nemoto,Taku,自民,（比）東北,1
根本 幸典,ねもと,ゆきのり,Nemoto,Yukinori,自民,愛知15,5
野田 聖子,のだ,せいこ,Noda,Seiko,自民,岐阜1,11
野田 佳彦,のだ,よしひこ,Noda,Yoshihiko,立憲,千葉14,10
野中 厚,のなか,あつし,Nonaka,Atsushi,自民,（比）北関東,5
野間 健,のま,たけし,Noma,Takeshi,立憲,鹿児島3,4
