氏名,ふりがな（姓）,ふりがな（名）,ローマ字（姓）,ローマ字（名）,会派,選挙区,当選回数
氏名,ふりがな,,Furigana,,会派,選挙区,当選回数
平 将明,たいら,まさあき,Taira,Masaaki,自民,東京4,7
高井 崇志,たかい,たかし,Takai,Takashi,れ新,（比）北関東,4
高市 早苗,たかいち,さなえ,Takaichi,Sanae,自民,奈良2,10
高木 啓,たかぎ,けい,Takagi,Kei,自民,東京12,3
高橋 永,たかはし,えい,Takahashi,Ei,立憲,（比）四国,1
高橋 英明,たかはし,ひであき,Takahashi,Hideaki,維新,（比）北関東,2
高松 智之,たかまつ,さとし,Takamatsu,Satoshi,立憲,東京28,1
高見 康裕,たかみ,やすひろ,Takami,Yasuhiro,自民,島根2,2
たがや 亮,たがや,りょう,Tagaya,Ryou,れ新,（比）南関東,2
竹内 千春,たけうち,ちはる,Takeuchi,Chiharu,立憲,（比）北関東,1
竹内 譲,たけうち,ゆずる,Takeuchi,Yuzuru,公明,（比）近畿,7
竹上 裕子,たけがみ,ゆうこ,Takegami,Yuuko,保守,（比）東海,1
武部 新,たけべ,あらた,Takebe,Arata,自民,北海道12,5
武正 公一,たけまさ,こういち,Takemasa,Kouichi,立憲,（比）北関東,7
武村 展英,たけむら,のぶひで,Takemura,Nobuhide,自民,滋賀3,5
田嶋 要,たじま,かなめ,Tajima,Kaname,立憲,千葉1,8
橘 慶一郎,たちばな,けいいちろう,Tachibana,Keiichirou,自民,富山3,6
辰巳 孝太郎,たつみ,こうたろう,Tatsumi,Koutarou,共産,（比）近畿,1（参1）
田所 嘉徳,たどころ,よしのり,Tadokoro,Yoshinori,自民,（比）北関東,5
田中 和徳,たなか,かずのり,Tanaka,Kazunori,自民,神奈川10,10
田中 健,たなか,けん,Tanaka,Ken,国民,静岡4,2
田中 良生,たなか,りょうせい,Tanaka,Ryousei,自民,埼玉15,6
棚橋 泰文,たなはし,やすふみ,Tanahashi,Yasufumi,自民,岐阜2,10
谷 公一,たに,こういち,Tani,Kouichi,自民,兵庫5,8
田野瀬 太道,たのせ,たいどう,Tanose,Taidou,自民,奈良3,5
田畑 裕明,たばた,ひろあき,Tabata,Hiroaki,自民,富山1,5
玉木 雄一郎,たまき,ゆういちろう,Tamaki,Yuuichirou,国民,香川2,6
田村 貴昭,たむら,たかあき,Tamura,Takaaki,共産,（比）九州,4
田村 智子,たむら,ともこ,Tamura,Tomoko,共産,（比）東京,1（参3）
田村 憲久,たむら,のりひさ,Tamura,Norihisa,自民,三重1,10
丹野 みどり,たんの,みどり,Tanno,Midori,国民,愛知11,1
辻 清人,つじ,きよと,Tsuji,Kiyoto,自民,東京2,5
辻 英之,つじ,ひでゆき,Tsuji,Hideyuki,立憲,福井2,1
津島 淳,つしま,じゅん,Tsushima,Jun,自民,青森1,5
土田 慎,つちだ,しん,Tsuchida,Shin,自民,東京13,2
土屋 品子,つちや,しなこ,Tsuchiya,Shinako,自民,埼玉16,9
角田 秀穂,つのだ,ひでお,Tsunoda,Hideo,公明,（比）南関東,3
津村 啓介,つむら,けいすけ,Tsumura,Keisuke,立憲,（比）中国,7
手塚 仁雄,てづか,よしお,Tezuka,Yoshio,立憲,東京5,6
寺田 学,てらた,まなぶ,Terata,Manabu,立憲,（比）東北,7
寺田 稔,てらだ,みのる,Terada,Minoru,自民,（比）中国,7
渡海 紀三朗,とかい,きさぶろう,Tokai,Kisaburou,自民,兵庫10,11
冨樫 博之,とがし,ひろゆき,Togashi,Hiroyuki,自民,秋田1,5
徳安 淳子,とくやす,じゅんこ,Tokuyasu,Junko,維新,（比）近畿,1
